10, 100, 0.017357
100, 100, 0.041676
1000, 100, 0.262887
10000, 100, 2.278856
100000, 100, 43.845609
10, 1000, 0.008789
10, 10000, 0.010802
10, 100000, 0.016118
10, 1000000, 0.015984
10, 10000000, 0.107255
100, 100, 0.033275
100, 1000, 0.033100
100, 10000, 0.033320
100, 100000, 0.031927
100, 1000000, 0.032172
100, 10000000, 0.053500
